data/sched-exam-table-28/graph-coloring-solution-61-1-deg-bfs.txt
,0,3,3289,1996,2446,2341,4415,14490
,0,30000,256542,155688,92948,67889,52980,656047
data/sched-exam-table-28/graph-coloring-solution-61-1-deg.txt
,1,0,3649,2047,1145,2029,3959,12830
,216.0,0,284622,159666,43510,58841,47508,594363.0
data/sched-exam-table-28/graph-coloring-solution-61-1-std-bfs.txt
,1,0,3148,1502,776,1145,4050,10622
,2,0,245544,117156,29488,33205,48600,473995
data/sched-exam-table-28/graph-coloring-solution-61-1-std.txt
,2,2,2180,741,630,1016,3220,7791
,1212.0,20000,170040,57798,23940,29464,38640,341094.0
data/sched-exam-table-28/graph-coloring-solution-61-2-deg-bfs.txt
,1,24,5932,2748,3111,4247,4625,20688
,327982.0,240000,462696,214344,118218,123163,55500,1541903.0
data/sched-exam-table-28/graph-coloring-solution-61-2-deg.txt
,0,2,5541,1833,2060,2209,3577,15222
,0,20000,432198,142974,78280,64061,42924,780437
data/sched-exam-table-28/graph-coloring-solution-61-2-std-bfs.txt
,1,34,4834,2120,1205,2120,4274,14588
,11808635.0,340000,377052,165360,45790,61480,51288,12849605.0
data/sched-exam-table-28/graph-coloring-solution-61-2-std.txt
,1,15,4239,1437,1011,1700,3711,12114
,1861.0,150000,330642,112086,38418,49300,44532,726839.0
data/sched-exam-table-28/graph-coloring-solution-62-1-deg-bfs.txt
,2,74,5882,4799,4012,4176,7055,26000
,21948.0,740000,458796,374322,152456,121104,84660,1953286.0
data/sched-exam-table-28/graph-coloring-solution-62-1-deg.txt
,2,2,6186,2747,2887,2954,5687,20465
,23066.0,20000,482508,214266,109706,85666,68244,1003456.0
data/sched-exam-table-28/graph-coloring-solution-62-1-std-bfs.txt
,1,14,6413,2521,1534,2078,5496,18057
,2,140000,500214,196638,58292,60262,65952,1021360
data/sched-exam-table-28/graph-coloring-solution-62-1-std.txt
,2,26,4738,2024,1276,2023,6651,16740
,19191.0,260000,369564,157872,48488,58667,79812,993594.0
data/sched-exam-table-28/graph-coloring-solution-62-2-deg-bfs.txt
,1,286,8977,2690,2826,3752,5902,24434
,9239.0,2860000,700206,209820,107388,108808,70824,4066285.0
data/sched-exam-table-28/graph-coloring-solution-62-2-deg.txt
,1,6,7696,3380,2143,3053,6089,22368
,2,60000,600288,263640,81434,88537,73068,1166969
data/sched-exam-table-28/graph-coloring-solution-62-2-std-bfs.txt
,1,34,6260,3492,1622,2104,7675,21188
,750686886.0,340000,488280,272376,61636,61016,92100,752002294.0
data/sched-exam-table-28/graph-coloring-solution-62-2-std.txt
,1,54,6334,2820,1506,2832,7181,20728
,8874.0,540000,494052,219960,57228,82128,86172,1488414.0
data/sched-exam-table-28/graph-coloring-solution-63-1-deg-bfs.txt
,2,25,7879,6295,3889,4347,10035,32472
,204832.0,250000,614562,491010,147782,126063,120420,1954669.0
data/sched-exam-table-28/graph-coloring-solution-63-1-deg.txt
,2,25,7757,6172,4380,4391,9334,32061
,310363.0,250000,605046,481416,166440,127339,112008,2052612.0
data/sched-exam-table-28/graph-coloring-solution-63-1-std-bfs.txt
,3,65,7589,3714,2016,2459,9002,24848
,221680.0,650000,591942,289692,76608,71311,108024,2009257.0
data/sched-exam-table-28/graph-coloring-solution-63-1-std.txt
,3,50,7179,3725,2223,2795,8896,24871
,8602286.0,500000,559962,290550,84474,81055,106752,10225079.0
data/sched-exam-table-28/graph-coloring-solution-63-2-deg-bfs.txt
,1,56,10930,4104,3524,4185,10764,33564
,15808.0,560000,852540,320112,133912,121365,129168,2132905.0
data/sched-exam-table-28/graph-coloring-solution-63-2-deg.txt
,2,17,9275,4527,2969,4189,9307,30286
,1970.0,170000,723450,353106,112822,121481,111684,1594513.0
data/sched-exam-table-28/graph-coloring-solution-63-2-std-bfs.txt
,1,66,9691,3608,2445,2033,8403,26247
,16654.0,660000,755898,281424,92910,58957,100836,1966679.0
data/sched-exam-table-28/graph-coloring-solution-63-2-std.txt
,2,47,6825,2830,2171,2681,11790,26346
,90981.0,470000,532350,220740,82498,77749,141480,1615798.0
