206100,259103,1
057213,357101,1
255215,259103,2
203167,205275,1
203167,357110,1
261769,261791,1
255739,255786,2
204764,270711,2
270791,961731,3
961731,961792,1
264701,264741,1
255722,255770,9
261706,261791,1
255786,255786,1
312708,312792,1
140104,215205,3
215206,356100,1
415291,421281,1
421281,421291,1
408708,408763,1
421863,421892,1
421828,422713,1
408704,412761,1
430716,430753,1
430753,430783,1
430783,430799,1
321224,562211,3
012200,215208,1
071416,203229,4
006203,203229,1
057135,203209,1
057135,203229,1
203206,610114,1
701101,703322,3
019101,703243,1
705727,705762,3
705762,705767,3
705767,705768,3
705768,705772,3
705772,705778,3
705778,705779,2
705779,705784,2
705784,705792,3
705792,705797,1
703702,703711,2
703711,703747,1
703747,703797,2
703711,703740,1
703740,703747,1
702725,703702,2
703702,703791,2
703791,703797,2
702717,702725,1
702718,702742,1
702742,702756,1
702757,702791,1
705778,705784,1
201100,751202,3
154104,751301,1
201114,851251,2
050111,851273,1
127203,140104,1
002191,127207,1
011153,021101,2
201115,357101,1
177215,357110,1
178732,178776,2
057129,103271,1
951102,957213,2
050104,851100,1
510100,954310,1
176100,954310,1
960121,960212,4
960212,960231,4
953212,953261,8
954100,955102,11
679802,679804,1
888231,888341,1
888744,888782,2
907701,907710,1
030101,159100,2
050103,176101,6
014270,140104,2
013103,057133,5
013103,057132,1
013103,751100,1
018103,140104,23
159100,751100,2
029701,029711,2
057205,057284,2
054810,055771,2
055771,071736,1
063702,063704,1
053770,055771,1
101100,140104,30
140104,210100,3
050103,101201,3
011100,101113,1
112103,112108,2
159701,159723,2
167703,167711,1
154711,169701,2
159801,160725,1
140104,203115,149
140104,168101,1
168101,203115,1
202103,204111,4
201111,203111,1
203743,203879,1
206783,219731,1
209731,230751,1
202873,213714,1
140104,203107,1
203107,205103,1
259108,261216,2
264701,264707,2
264707,264741,2
253717,253732,1
057127,205100,1
057127,126101,1
311701,311704,1
303712,303735,1
324701,324704,1
324702,324707,1
332881,332885,1
109100,751101,2
140104,353100,2
203115,356101,5
203115,353100,23
203115,211100,8
140104,356101,4
055701,352712,2
352311,352791,1
352832,352842,1
140104,207135,24
202146,261111,1
202146,359202,1
408704,408705,1
422711,422713,7
401761,401792,1
401792,408704,1
401702,422711,1
405712,405753,1
405753,405794,1
407725,422711,1
421712,421713,1
421717,422711,1
426701,426761,1
408704,408761,1
405712,405761,1
405761,405783,1
421812,421813,2
421813,421831,2
421831,421861,1
429711,429781,1
407713,407723,1
407753,422711,1
415903,415981,1
421831,421951,1
401811,401812,1
127100,203173,1
203173,357101,2
513111,513114,51
301233,514161,3
520714,520716,1
510716,510721,1
201111,202143,1
601758,601765,2
605791,605795,1
605741,605751,1
201114,703103,2
702702,705711,1
705711,705712,1
705712,705721,1
705721,705743,1
701714,702701,1
702701,702702,1
702702,703701,2
703701,703740,2
703740,705722,2
701714,702702,1
705722,705723,1
702710,702751,1
702751,702752,1
003191,751106,1
801707,801711,1
011251,126101,1
127100,571113,3
951102,951103,5
676701,676702,1
676702,676703,1
676703,676704,1
679800,679802,1
627712,627732,1
888702,888703,3
888703,888705,2
888705,888744,2
266723,266792,2
910703,910709,1
906703,906789,1
906789,906789,1
