001101 0
001102 1
001112 22
001118 24
001201 0
001202-004 7
001202-701 7
001210 17
001212 27
001218 13
001222 2
001223 2
001224 2
001225 2
001226 2
001227 2
001228 2
001229 2
001230 10
001231-001 32
001231-701 9
001234 36
001250 35
001281 3
001291 5
001292 18
001310 6
001311 16
001312 16
001314 26
001315 10
001320-001 28
001321 8
001323 4
001330-001 30
001341-001 11
001342-001 30
001352 21
001355 16
001361-001 11
001362-001 34
001391-001 9
001391-002 9
001391-801 14
001391-802 14
001410-001 11
001410-002 11
001423-001 30
001440-001 7
001445 15
001446-001 9
001463-001 11
001471-001 37
001472-001 12
002102-001 12
002102-002 12
002111-001 7
002111-002 7
002191-001 37
002191-801 17
002192-001 37
002202-001 28
002202-002 28
002230-001 9
002260-001 34
002302-001 32
002302-002 32
002311-001 25
002311-002 25
002321-001 12
002321-002 12
002331-001 7
002362-001 11
002402-001 12
002402-002 12
002441-001 30
002471-001 28
002472-001 34
003102-001 32
003191 16
003202-001 11
003202-701 30
003213-001 32
003261-001 14
003314-001 12
003331-001 14
003332-001 28
003361-001 19
003367-001 34
003454-001 25
004282-001 32
004282-002 34
004303-001 25
004465-001 30
004470-001 39
004472-001 30
004473-001 7
004474-001 9
004476-001 7
006103-001 12
006226-001 25
006241-001 30
006253-001 11
006307-001 32
006325-001 7
006326-001 30
006330-001 9
006349-001 34
006353-001 30
006423-001 9
006428-001 9
006432-001 30
006443-001 11
006448-001 25
006475-001 28
006475-002 28
008214-001 30
008214-801 19
008214-802 14
008314-001 32
008314-801 15
008326-001 7
008326-801 19
008402-001 30
008402-801 14
008411-001 7
009103 16
009213-001 7
009213-002 7
009232-001 7
009234-001 25
009236-001 12
009236-002 12
009254-001 34
009301-001 25
009325-001 34
009327-001 30
009344-001 9
009355-001 32
009356-001 7
009358-001 37
009363-001 11
009446-001 30
011100-001 9
011100-002 11
011101-001 7
011151-001 30
011152-001 37
011153-001 7
011154-001 7
011156-001 9
011157-001 11
011251 22
011257 31
011268-001 32
011269-001 30
011276-001 14
011277-001 25
011278-001 37
011355-001 25
011358-001 34
011367-001 7
011457-001 9
011479-001 7
012173-001 32
012200-001 32
012200-002 7
012271-001 9
012272-001 11
012374-001 37
013103 17
013110 21
013203 24
013204-001 11
013206-001 7
013207-001 30
013208 18
013209 10
013216-001 7
013216-801 14
013217-001 30
013301 6
013303-001 39
013305-001 14
013305-002 11
013306 35
013314-001 30
013321-001 11
013335-001 34
013337-001 34
013410-001 7
013413-001 32
013422-001 25
013425-001 28
013426-001 19
013428-001 9
013431-001 25
013432-001 7
013433-001 34
014210-001 25
014211-002 30
014270-001 32
014310-001 32
014311-001 7
014323-001 30
014370-001 25
014371-001 12
014382-001 30
014383-001 30
014390-001 30
014401-001 11
014410-001 7
014422-001 32
014423-001 11
014471-001 11
014481-001 34
014483-001 25
015101-001 28
015102-001 41
015102-701 41
016101-001 25
016102-001 11
016102-701 11
017101-001 14
017101-701 14
017102-001 9
017111-001 19
017111-701 19
017112-001 32
017201-001 7
017231-001 7
017231-701 7
018104-001 30
018111-701 11
018112 3
018114 18
018126-001 32
018204-001 30
018271-001 9
018323-001 7
018332-001 25
018352-001 34
018372-001 37
018468-001 9
019101 20
019104-001 32
019104-801 19
019105-001 11
019105-002 34
019106 20
019112-001 7
019112-801 17
019204-001 30
019204-801 19
019205-001 12
019205-801 19
019206-001 9
019212-001 7
019212-801 14
019222-001 28
019222-801 17
019332-001 7
019332-801 19
019351-001 34
019351-801 19
019362-001 11
019362-801 17
019371-001 28
019373-001 30
019382-001 28
019441-001 37
019441-801 14
020101 27
020102 38
020211-001 28
020212-001 11
020231-001 14
020232-001 14
020232-002 19
020261-001 7
020311-001 32
020341-001 7
021101 31
021102-001 37
021102-701 28
021203-001 14
021204-001 25
021204-701 12
021270-001 19
021270-701 28
024752-001 25
025110-701 11
025381-701 28
025481-701 11
026101 21
026102 24
026111 8
026112-001 32
026201 13
026202-001 37
029732-001 9
050100 4
050103 23
050104 10
050106-001 39
050106-002 39
050106-003 39
050106-004 39
050106-005 39
050106-006 39
050106-007 39
050112-002 34
050112-801 17
050113-001 9
051300-001 9
051302-001 32
051302-002 25
051304-001 7
051306-001 37
051310-001 9
051310-002 25
051313-001 19
051412-001 14
051418-001 25
051421-001 34
052201 6
052203 17
052310-001 28
052323-001 19
052331-001 9
052350-001 28
052351-001 12
052351-002 30
052353-001 32
052355-001 32
052400-001 19
052417-001 39
052420-001 9
052422-001 34
052441-001 28
052442-001 7
052445-001 40
052448-001 25
052449-001 14
052466-001 37
052725-801 17
054821-001 41
054821-801 15
054822-001 19
054822-801 20
055702-001 9
055702-801 18
055703-001 12
055703-801 15
055711-001 39
055711-801 17
055739-001 9
055739-801 17
057121 6
057122 18
057123 35
057125 20
057126 35
057127 10
057128 27
057129 3
057130 31
057131 21
057132 8
057133 31
057134-001 25
057135 26
057136-003 30
057136-801 39
057137-001 32
057138 29
057139-001 30
057139-002 7
057139-801 39
057139-802 39
057205-002 41
057213-001 37
057276-001 37
057283-001 32
057286-001 12
057287-001 28
057289-001 39
057290-001 12
057295-001 9
057297-001 14
057298-001 9
057301-001 11
057302-001 37
057305 23
057307-001 12
057316-001 25
057366-001 9
057401 3
057404-001 39
057407-001 32
057410-001 37
057413-001 39
057419-001 30
057425 8
057427-001 39
057428 16
057450-001 12
059405-001 7
059413-001 9
059419 18
061103-001 19
061106-001 28
061201-001 28
061201-801 15
061223-001 25
061224-001 9
061306-001 9
061306-002 12
061307-001 28
061312-001 25
061313-001 39
061317-001 30
061319-001 41
061401-001 12
061403-001 28
061405-001 9
061430-001 12
062200-001 37
062320-001 25
062341-001 34
062342-001 34
062343-001 32
062344-001 7
062345-001 19
062346-001 37
062360-001 11
062380-001 34
062411-001 40
062452-001 9
062460-001 25
062470-001 40
063201-001 7
064202-001 32
064204-001 12
064206-001 32
064207-001 28
064231-001 9
064232-001 32
064252-001 34
064271-001 25
064272-001 32
064273-001 37
064303-001 39
064410 38
064411 33
064412-001 9
064413-001 30
064415-001 40
064417-002 25
064417-003 14
064418 31
064419-001 30
064421-001 32
064422-001 34
064423-001 14
064423-801 14
064424-001 39
064424-801 15
064474-001 34
064482-001 37
065120 26
065121 33
065211-001 28
065212-001 28
065311-001 34
065320-001 32
065333-001 25
065420-001 19
065436-001 40
065437-001 40
065438-001 25
065795-001 28
066222-001 28
066324-001 7
066412-001 9
066416-001 12
066426-001 9
066755-801 17
067201 15
067202-001 19
067203 10
067303-001 30
067311-001 37
067371-001 25
067433-001 37
067435-001 34
067436-001 9
067491-001 14
067492-001 19
070100-001 32
070200-001 39
070301-001 32
070303-001 37
070304-001 7
070308-001 32
070400-001 25
070401-001 11
070403-001 37
070404-001 32
070410-001 9
070411-001 25
070413-002 19
070413-001 19
070413-002 19
070414-001 14
070414-701 14
070415-001 32
070416-001 37
070711-801 18
070726-801 15
070727-801 18
070731-801 15
070740-801 18
070741-801 20
070792-801 17
071411-001 11
071412-001 12
071413-001 32
071414-001 25
071415-001 7
071416-001 34
071417-001 37
071418-001 14
071419-001 32
071420-001 30
071425-001 12
071426-001 11
071724-001 30
071724-801 15
074100 33
074101 22
074201-801 39
076312-001 39
076314-001 9
076414-001 39
076426-001 30
076427-001 34
076428-001 39
076429-001 37
076430-001 9
076444-001 39
076466-001 41
077422-001 39
078444 20
078454-001 7
079444-001 41
079444-801 15
088708-801 15
099100-001 12
099101-001 41
099101-002 34
099102-001 41
099103-001 40
100102-001 11
100103-001 30
100105-001 12
100105-002 7
100105-003 11
100105-004 32
100105-005 25
100105-006 34
100106-001 28
100106-002 7
100106-003 9
100106-004 37
100106-005 19
100106-006 11
100107 23
100108 24
100109 35
100110 18
100111 26
100112 27
100205 20
100206-001 40
100206-002 9
100206-003 37
100206-004 37
100206-005 9
100206-006 37
100207-001 37
100207-002 19
100207-003 9
100207-004 7
100207-005 25
100207-006 37
100208 38
100209 5
100210 36
100211-001 28
100211-002 28
100211-003 28
100211-004 28
100211-005 28
100211-006 28
100212 31
100213-001 37
100213-002 9
100213-003 37
100213-004 7
100213-005 7
100213-006 9
100213-007 9
100214-001 12
100218-001 14
100219-001 30
100219-002 7
100220-001 39
100222-001 25
100225-001 11
100227-001 25
100306 26
100307 35
100308 24
100309 27
100310 29
100501 16
101201-001 32
101202-001 11
101205 10
101325-001 12
101405-001 25
101490-001 30
101490-002 30
103112-001 37
103271-001 11
103271-801 41
103271-802 17
104100-001 37
104201-001 32
104302-001 34
104310-001 11
104320-002 7
104327-001 39
104334-001 7
104334-002 28
104435-001 39
104450-001 37
104471-001 25
104490 31
109100-001 34
109114-001 11
112101-001 12
112105-001 39
112106-001 9
112106-002 12
112109-001 25
112202-001 9
112205-002 9
112303-001 40
112321-001 25
112322-001 25
112404-001 12
112406-001 9
112424-001 40
115200-001 39
115300-001 12
115301-002 39
115401-001 28
116301-001 25
116302-001 40
126101 5
126102-001 11
126212-001 30
126213-001 11
126214 33
126324-001 7
126324-002 7
126325-001 28
126325-002 28
126326-001 37
126328-001 32
126330-001 39
126330-002 39
126330-003 39
126330-004 39
126331-001 37
126332-001 34
126400-001 40
126400-002 40
126400-003 40
126400-004 40
126400-005 40
126400-006 40
126400-007 40
126431-001 7
126434-001 37
126436-001 9
126437-001 32
126438-001 28
126439-001 7
126442-001 30
126442-002 30
127100 22
127101 35
127202-001 9
127204-001 7
127205-001 7
127206-001 30
127303-001 25
127313 38
127320-001 25
127330-001 32
127332-001 9
127333-001 34
127336-001 25
127359-001 7
127411-001 37
127415-001 30
127416-001 11
127424-001 32
127433-001 37
127492-001 7
127493-001 9
127716-001 9
127716-801 15
127720-001 25
127720-801 18
127721-001 25
127721-801 17
127726-801 20
127730-001 28
127730-801 20
128100-001 28
128100-002 11
128101-001 7
128201-001 32
128201-002 32
128304-001 34
128304-002 34
128305-001 9
128305-002 9
128306-001 25
128306-002 25
128308-001 32
128308-002 11
128310 23
128351-001 7
128353-001 32
128355-001 25
128401-001 11
128401-002 11
128423-001 32
128425-001 30
128427-001 28
128429-001 9
128434-001 32
128443-001 25
128445-001 12
128451-001 9
128462-001 9
128481-001 7
128484-001 37
128700-001 9
128700-801 15
128712-001 25
128712-801 20
128727-001 28
128727-801 18
128734-001 12
128734-801 17
128751-001 25
140103-001 40
140104-001 39
140104-002 40
140104-003 40
152211-001 7
152211-701 7
152301-701 25
152321-701 12
152331-701 25
154100-701 34
154104 21
154141 13
154152-001 32
154153-001 11
154173-001 30
154173-002 30
154181-001 25
154251-001 37
154276-001 9
154281 27
154301-001 40
154330-001 40
154340-701 37
154363-002 25
154385-001 9
154431-001 37
154431-002 14
154433-001 37
154457-001 7
154479-001 34
154481-001 11
154482-001 11
154492-001 37
154494-001 34
159100 5
159101 27
159102-001 39
159151 17
159202-001 30
159203-001 19
159204-001 9
159231-001 9
159301-001 19
159331-001 32
159332-701 32
159401-001 32
159411-001 9
159412-001 25
159431-001 34
159431-701 9
159434-001 11
159462-001 7
160242-001 25
160342-001 7
164261-001 7
164341-001 37
168100-001 7
168100-701 25
168101-001 30
168222-001 34
168335-001 9
168410-001 37
176100 3
176101 18
176104-001 34
177104-001 15
177104-002 17
177104-003 15
177104-801 18
177104-802 20
177104-803 20
177104-804 17
177113-001 28
177113-002 28
177113-003 32
177113-801 19
177113-802 19
177113-803 28
177114-001 11
177114-002 11
177114-003 34
177114-801 14
177114-802 41
177141-001 14
177141-002 14
177141-801 14
177142-001 7
177142-002 30
177142-003 41
177142-801 41
177142-802 19
177181-001 34
177181-002 34
177181-003 11
177181-801 19
177181-802 14
177215-001 37
177215-801 19
177215-802 19
177217-001 30
177217-801 14
177217-802 30
177220-001 7
177220-801 41
177220-802 19
177222-001 25
177222-801 19
177222-802 19
177227 20
177228 36
177229-001 25
177229-002 25
177229-801 19
177229-802 19
177229-803 25
177300-001 11
177300-801 19
177300-802 11
177321-001 32
177321-002 32
177321-801 41
177321-802 19
177321-803 15
177321-804 32
177332-001 34
177332-801 14
177335 33
177341-001 30
177341-801 14
177341-802 17
177361-001 37
177361-801 14
177361-802 17
177362-002 30
177362-801 14
177401-001 25
177401-801 25
177413-001 32
177413-801 14
177413-802 32
177414-001 40
177414-801 40
177420-001 25
177420-801 25
177425-001 25
177425-801 17
177429-001 11
177429-801 14
177430-001 15
177430-801 18
177430-802 19
177431-001 37
177431-801 41
177433-001 19
177433-801 19
177441-001 25
177441-801 14
177442-001 7
177442-801 7
177443-001 9
177443-801 19
177443-802 9
177460-001 19
177460-801 19
177463-001 11
177463-801 19
177464-801 20
177465-001 32
177465-801 32
177466-001 18
177466-801 18
177470-001 9
177470-801 9
177471-001 19
177471-801 19
177472-001 7
177472-002 7
177472-801 19
177472-802 19
177483-001 30
177483-801 41
177483-802 30
177491-001 37
177491-801 20
177494-001 14
177494-801 20
177494-802 17
177495-001 7
177495-801 14
